-1.0914793946873856e+16,-1.3356998250725376e+16,1201468245803008.0,-7817593171738624.0,-5339509247967232.0,8399337902047232.0,6777493826568192.0,4388120036376576.0,1.1680492126470144e+16,1.0301056005177344e+16,-7232358780502016.0,6226089818980352.0,6457625063456768.0,6301533603889152.0
1.0914793946873856e+16,1.3356998250725376e+16,-1201468245803008.0,7817593171738624.0,5339509247967232.0,-8399337902047232.0,-6777493826568192.0,-4388120036376576.0,-1.1680492126470144e+16,-1.0301056005177344e+16,7232358780502016.0,-6226089818980352.0,-6457625063456768.0,-6301533603889152.0
1.0914793946873856e+16,1.3356998250725376e+16,-1201468245803008.0,7817593171738624.0,5339509247967232.0,-8399337902047232.0,-6777493826568192.0,-4388120036376576.0,-1.1680492126470144e+16,-1.0301056005177344e+16,7232358780502016.0,-6226089818980352.0,-6457625063456768.0,-6301533603889152.0
1.0914793946873856e+16,1.3356998250725376e+16,-1201468245803008.0,7817593171738624.0,5339509247967232.0,-8399337902047232.0,-6777493826568192.0,-4388120036376576.0,-1.1680492126470144e+16,-1.0301056005177344e+16,7232358780502016.0,-6226089818980352.0,-6457625063456768.0,-6301533603889152.0
-1.0914793946873856e+16,-1.3356998250725376e+16,1201468245803008.0,-7817593171738624.0,-5339509247967232.0,8399337902047232.0,6777493826568192.0,4388120036376576.0,1.1680492126470144e+16,1.0301056005177344e+16,-7232358780502016.0,6226089818980352.0,6457625063456768.0,6301533603889152.0
-1.0914793946873856e+16,-1.3356998250725376e+16,1201468245803008.0,-7817593171738624.0,-5339509247967232.0,8399337902047232.0,6777493826568192.0,4388120036376576.0,1.1680492126470144e+16,1.0301056005177344e+16,-7232358780502016.0,6226089818980352.0,6457625063456768.0,6301533603889152.0
1.0914793946873856e+16,1.3356998250725376e+16,-1201468245803008.0,7817593171738624.0,5339509247967232.0,-8399337902047232.0,-6777493826568192.0,-4388120036376576.0,-1.1680492126470144e+16,-1.0301056005177344e+16,7232358780502016.0,-6226089818980352.0,-6457625063456768.0,-6301533603889152.0
-1.0914793946873856e+16,-1.3356998250725376e+16,1201468245803008.0,-7817593171738624.0,-5339509247967232.0,8399337902047232.0,6777493826568192.0,4388120036376576.0,1.1680492126470144e+16,1.0301056005177344e+16,-7232358780502016.0,6226089818980352.0,6457625063456768.0,6301533603889152.0
1.0914793946873856e+16,1.3356998250725376e+16,-1201468245803008.0,7817593171738624.0,5339509247967232.0,-8399337902047232.0,-6777493826568192.0,-4388120036376576.0,-1.1680492126470144e+16,-1.0301056005177344e+16,7232358780502016.0,-6226089818980352.0,-6457625063456768.0,-6301533603889152.0
1.0914793946873856e+16,1.3356998250725376e+16,-1201468245803008.0,7817593171738624.0,5339509247967232.0,-8399337902047232.0,-6777493826568192.0,-4388120036376576.0,-1.1680492126470144e+16,-1.0301056005177344e+16,7232358780502016.0,-6226089818980352.0,-6457625063456768.0,-6301533603889152.0
